Area Name,Rural/Urban,Total Population,Good Households,Livable Households,Dilapidated Households,Tapwater from treated source,Tapwater from un-treated source,Covered well,Un-covered well,Handpump,Tubewell/Borehole,drinking water from Spring,Drinking water form River/Canal,Drinking water form Tank/Pond/Lake,Sources of Lighting -Electricity,Sources of Lighting - Kerosene,Sources of Lighting -Solar energy,No lighting,Number of households having latrine facility within the premises,Piped sewer system,Septic tank,Other system,With slab/ventilated improved pit,Without slab/  open pit,Number of households not having latrine facility within the premises,Public latrine,Bathroom,Enclosure without roof,Waste Water Closed drainage,Waste Water Open drainage,Good Fuels,Bad Fuels,Total number of households availing banking services,Radio/Transistor,Television,Computer/Laptop With Internet,Computer/Laptop Without Internet,Landline only,Mobile only,Both Mobile and Landline,Bicycle,Scooter/ Motorcycle/Moped,Car/ Jeep/Van,"Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car",Types of Structure of houses-Permanent,Types of Structure of houses-Semi-Permanent,Types of Structure of houses-Total Temporary,Types of Structure of houses-Serviceable,Types of Structure of houses Non-Serviceable,Types of Structure of houses Unclassifiable
Loharu (MC) - Ward No.7,Urban,1025,77.4,14.4,8.2,4.1,86.3,0,0,0,9.6,0,0,0,85.6,12.3,0,0,41.1,0,16.4,24.7,0,0,58.9,0,40.4,9.6,0,34.2,12.3,0,40.4,47.9,34.9,0,8.2,2.1,33.6,6.2,30.8,12.3,0.7,0,95.9,0,1.4,1.4,0,2.7
Loharu (MC) - Ward No.8,Urban,1040,82.4,17.1,0.5,96,1,0,0,0,2.5,0.5,0,0,98.5,1.5,0,0,92.5,7.5,84.9,0,0,0,7.5,0,87.9,10.1,54.8,45.2,84.4,0.5,82.4,40.2,80.4,8,11.1,2.5,56.3,32.2,46.2,37.2,19.6,12.6,97,2,1,1,0,0
Loharu (MC) - Ward No.9,Urban,918,70,24.4,5.6,68.1,31.2,0,0,0,0.6,0,0,0,95.6,4.4,0,0,89.4,10.6,72.5,6.2,0,0,10.6,0,90,3.8,48.8,42.5,61.9,0,78.8,42.5,68.8,5,21.2,7.5,58.8,21.9,36.2,22.5,30,12.5,91.2,3.8,1.2,1.2,0,3.8
Loharu (MC) - Ward No.10,Urban,572,61.9,26.3,11.9,99.2,0,0,0.8,0,0,0,0,0,67.8,32.2,0,0,60.2,2.5,53.4,0,4.2,0,39.8,0,64.4,16.1,2.5,97.5,44.9,0,38.1,60.2,55.1,7.6,7.6,2.5,52.5,19.5,36.4,26.3,11.9,10.2,78.8,12.7,8.5,7.6,0.8,0
Loharu (MC) - Ward No.11,Urban,1066,31.2,62.4,6.3,93.7,0,0,0,0,0,0,0,0,91.7,3.9,0,4.4,81,1.5,0,79.5,0,0,19,0,77.6,4.9,12.7,83.9,59,1.5,55.6,12.7,67.3,2,4.9,5.9,54.6,11.7,29.8,17.6,3.4,2.4,85.4,13.2,1.5,1.5,0,0
Loharu (MC) - Ward No.12,Urban,1707,52.8,27.9,19.3,93.1,6.2,0,0,0,0,0,0,0.7,82.3,13.4,0,3.9,49.8,0.7,24.9,9.8,14.4,0,50.2,0,56.7,30.8,7.5,86.6,40,0.3,41.3,10.5,47.5,2.6,3.6,3,68.9,5.6,12.8,16.1,7.2,4.3,74.4,17.4,8.2,8.2,0,0
Loharu (MC) - Ward No.13,Urban,1351,33,59.5,7.4,94,4.7,0.9,0,0,0.5,0,0,0,81.9,9.3,0,8.4,30.7,0,14.9,0,15.8,0,69.3,0,39.5,27.9,0.9,71.2,32.6,0.5,27.9,7.9,43.7,0.9,2.8,0.9,63.3,3.7,19.1,11.6,2.3,0.5,83.3,14.9,1.9,1.9,0,0
Sub-Dist - Dadri,Total,384192,51.5,44.5,4,56.4,20.6,0.8,4.7,5.5,9.4,0,0,0.9,88.5,10.4,0.1,0.4,56.2,9,30.6,2.2,14.1,0.1,43.8,0.4,64.8,15.7,9.5,76.9,29,0.2,71,19.8,60.7,1.7,6.4,3.1,75.1,3.4,33.6,24.1,6.1,3.6,81.8,15.4,1.6,1.3,0.3,1.3
Sub-Dist - Dadri,Rural,327855,50.9,45,4.1,52.2,23,0.8,5.5,5.5,10.6,0,0,1,87.3,11.7,0.1,0.4,50.5,1.6,30.8,2.4,15.4,0.1,49.5,0.5,60.8,17.6,5.1,80.7,21,0.1,70.7,20.7,57.6,1,5.3,2.5,75.7,2.4,29.9,21.9,5.3,2.2,80.7,16.3,1.7,1.4,0.3,1.4
Sub-Dist - Dadri,Urban,56337,54.8,41.6,3.5,80,7.2,0.5,0.1,5.5,2.5,0,0,0.2,94.9,3,0.1,0.3,88.6,50.5,29.4,1,7,0.1,11.4,0.2,87.5,4.6,34,55.3,74.1,0.7,72.9,15.1,78.4,5.5,12.5,6.2,71.7,9,54.1,36.4,10.4,11.9,87.9,10.4,1.1,0.8,0.3,0.6
Dudiwala Nandkaran(6),Rural,763,70.7,25.9,3.4,0,87.1,0,0,0,12.9,0,0,0,93.1,6.9,0,0,34.5,0,5.2,0,29.3,0,65.5,0,64.7,8.6,0,34.5,2.6,0,73.3,25.9,52.6,1.7,1.7,0,93.1,0,23.3,23.3,8.6,2.6,95.7,4.3,0,0,0,0
Dudiwala Kishanpura(5),Rural,2820,29.4,53.8,16.8,2.1,12.8,4.3,5.7,0,73.6,0,0.2,1.3,76,23.4,0,0,41.9,2.3,26.2,5.8,6.8,0,58.1,0,50.8,25.1,4.9,62.1,3,0,44.5,14.3,50.6,1.1,5.3,0.8,61.5,0.8,13.8,5.7,1.1,0.4,80,16.8,3,1.5,1.5,0.2
Rampura(4),Rural,2245,29.4,57.7,12.9,0.5,19.2,0,0.3,0,79.5,0,0,0,85.1,14.9,0,0,29.1,0.3,28.4,0.3,0,0,70.9,1.3,33.9,12.9,0.5,66.6,23,0,40,12.9,41.8,0.5,3,0,81.5,0.3,12.2,15.4,3.3,0.5,93.2,2.3,3.8,0.3,3.5,0.8
Dohka Harya(7),Rural,3121,41,46.9,12.1,2.8,3.1,0.2,0.2,0,93.4,0,0.3,0,82.5,17.1,0,0,36.7,0.3,5.4,0,30.4,0,63.3,0,50.2,20.8,2.2,74.9,21.9,0.2,63.8,22.8,40.3,0.5,4.2,0.9,80.6,0.7,14.2,13.5,3.1,1.2,79.1,10.6,10.4,10,0.3,0
Dohka Moji(8),Rural,1119,9.6,81.1,9.2,0,24.6,0,44.7,0,30.7,0,0,0,75,21.9,0,2.6,45.6,2.2,17.1,0,26.3,0,54.4,0,54.4,15.4,1.8,96.9,10.5,0,33.8,7.5,33.8,0,1.8,1.8,55.7,0,2.2,11.8,0.4,0,76.3,21.1,2.6,2.6,0,0
Dohka Dina(9),Rural,1138,51.9,45.9,2.1,0.4,50.6,0,16.7,0,32.2,0,0,0,72.5,18.5,0,8.6,57.5,0.4,9.9,7.7,39.5,0,42.5,0,71.2,4.3,3,87.1,21,0,70.8,24,43.8,1.7,5.2,2.1,58.8,1.3,8.6,21.5,8.2,2.6,85,12,3,3,0,0
Pichopa Kalan(15),Rural,3261,69,30.5,0.5,0,93.1,0,0,0,4.1,0,0,2.2,85.2,11.8,0.2,0.7,45.1,0,7.7,0,37.2,0,54.9,0,50.3,33.3,4.5,77.4,36.5,0,45.6,18.2,51.3,0.2,1.9,0.7,68.4,9.9,5.8,14.9,4.1,1.2,97.8,1.5,0.3,0.3,0,0.3
Rambass(68),Rural,2212,29.9,55.6,14.5,4.2,69.9,3.3,1.3,1.3,18.8,0.7,0,0,77.2,22.8,0,0,46.4,1.6,12.9,1.6,29.5,0.2,53.6,0,45.1,12.3,4.2,37.5,4.7,1.7,57.1,18.5,36.4,2.2,7.4,6.5,82.1,2,12.3,11.8,10.3,5.1,73.9,15,8.9,8.9,0,2.2
Rudrol(64),Rural,1992,78,21.5,0.5,46.7,14.2,0,0,0.3,38.8,0,0,0,94,2.9,0,0,61.2,2.1,23.6,1.6,33.3,0.5,38.8,0,70.3,7.3,6.6,79,26.2,0,64.3,26.2,52,0.8,1.8,3.4,66.4,17.1,18.9,27,7.1,1.6,92.4,7.3,0.3,0.3,0,0
Mai Kalan(59),Rural,2019,61.6,36.6,1.8,0,0.5,0,0,0,98.2,0,0,1.1,89.7,10,0,0.3,50.8,0.3,0.3,0,50,0,49.2,0,57.6,8.9,12.4,9.5,12.9,0,63.4,17.9,41.8,0.8,5.8,0.8,76.6,3.7,8.4,17.6,3.4,1.8,98.2,1.6,0,0,0,0.3
Mai Khurd(60),Rural,1236,62.5,36.1,1.4,19.4,0.9,0.5,0,0,79.2,0,0,0,78.7,20.8,0,0,70.8,0.5,4.2,8.8,57.4,0,29.2,0,66.2,30.1,13.4,37.5,3.7,0,74.5,19.4,49.5,4.2,14.4,5.1,71.8,10.2,18.5,16.7,10.6,3.7,88.9,8.8,2.3,1.4,0.9,0
Unnear Badhwana(58),Rural,2174,35.6,63.7,0.8,84.5,0.5,0,0,0,15,0,0,0,78.9,20.8,0,0.3,39.3,2,3.8,0,33.3,0.3,60.7,1,48.4,10,0.5,56.4,2.8,0,40.4,18.3,44.9,1.8,2.3,1.3,75.7,4.3,7.8,17.8,2.8,0.8,93.2,5.8,1,1,0,0
Naurangabad Jattan(185),Rural,1647,92.2,6.8,1,11.9,57.7,5.8,2.7,0,21.8,0,0,0,88.1,9.6,0.3,0,39.9,0.3,4.4,0,35.2,0,60.1,0,72.7,8.9,3.8,41.6,18.4,0,59.4,14.7,53.9,1.4,2.4,0.7,78.5,3.1,13,23.9,5.1,1.7,96.9,1.4,1,1,0,0.7
Naurangabad Rajputan(11),Rural,3178,20.2,70.7,9.1,1.3,53.1,0,11.1,0,34.5,0,0,0,60.3,35.2,0,4.5,24.9,0,23.3,0,1.6,0,75.1,0,33.6,44.7,0,21.3,4.3,0,68.5,22.9,35.8,0.2,0.2,0.2,73.7,0,5,12.5,2.3,0,91.4,4.3,4.3,0.9,3.4,0
Beejna(184),Rural,1935,32,66.9,1.2,49.3,0,0,0.3,11.1,9.4,0,0,29.6,75.7,23.8,0,0.6,27,0,9.1,15.8,1.8,0,73,0,39.9,24.3,0.3,86.2,10.6,0.3,61.9,11.7,45.2,0,1.2,0.3,72.4,2.9,23.5,16.1,4.7,0.3,93.3,6.7,0,0,0,0
Jawa(183),Rural,3492,76.1,21.8,2.1,2.1,2.4,0.9,32.4,2.2,55.9,0,0,0,90,8.9,0.1,0.6,51.6,4.8,12.8,0,32.8,0,48.4,2.1,53.9,20.7,0.7,85,3.4,0,74.6,25.4,62.9,1,9.1,4.5,78.3,1.6,29.7,22,4,2.7,84.7,14.3,1,1,0,0
Palri(181),Rural,3617,50.5,48.1,1.4,8.8,64.7,1.6,11.1,8.9,3.1,0,0,0,81.2,15.9,0,0,56.9,3.6,41.5,0.3,11.4,0,43.1,0.1,61.2,15.9,7.2,85.9,3.9,0,75.5,26.6,54.5,5.3,13.4,7,74.7,0.9,33.8,29.1,6.6,6.2,80.4,18,1.2,0.5,0.7,0.4
Badhwana(182),Rural,2180,90.8,9.2,0,46.7,37.1,0.9,3.8,8.7,2.8,0,0,0,93.2,6.6,0.2,0,60.6,0.2,12,0,48.4,0,39.4,3.8,68.3,12.4,0.7,98.4,1.6,0,84.3,21.6,65.3,0.7,6.6,2.6,86.2,2.8,38.3,25.1,4.5,2.1,97.9,1.9,0,0,0,0.2
Changrod(179),Rural,3604,74,25.6,0.4,2.7,49.4,0.6,43.8,0.9,2,0,0,0,81.8,18.2,0,0,36.4,0.3,36.1,0,0,0,63.6,0,59.1,24.4,0,95.5,1.6,0,71.7,25,52.3,0.6,3.4,0.3,75.7,0.3,31.8,25,4,2.3,88.4,11.6,0,0,0,0
Balrod(180),Rural,1477,57.6,35,7.4,0,0,1.7,76.8,21.5,0,0,0,0,93.6,6.4,0,0,62.6,0,62.6,0,0,0,37.4,0,77.8,2.7,0,96,8.8,0,79.8,28.3,68.7,0.7,4.7,0.3,87.5,3,34,42.4,6.1,2.7,99.7,0,0,0,0,0.3
Datoli(176),Rural,1018,65.8,27.6,6.5,0,50.3,0,49.7,0,0,0,0,0,93,7,0,0,46.7,0,46.7,0,0,0,53.3,0,68.8,9.5,3.5,95.5,0,0,85.9,25.6,52.3,0.5,8.5,0,79.4,8.5,42.2,29.1,3,0,98,0.5,1.5,1.5,0,0
Noswa(7),Rural,1065,25.9,67.7,6.4,0,88.6,0,0.5,10.9,0,0,0,0,85,14.5,0,0.5,26.4,0,18.6,7.3,0,0.5,73.6,0,46.4,8.6,1.4,97.3,3.6,0,60.9,16.8,45.9,0,3.2,0.5,69.1,0.9,21.4,26.8,5.5,0.9,80,17.7,2.3,2.3,0,0
Chirya(175),Rural,5604,42.5,54.9,2.6,91.2,1.9,0.9,0.7,2.1,2.2,0,0,0,85,10.1,0.1,0.9,50.7,3.7,43.2,2.9,0.8,0,49.3,0.1,61.3,13.5,1.3,91.3,26.1,0,68.2,19.3,56.6,1.6,3.8,2.1,76,2.1,34.9,21.9,3.9,1.6,89.4,7.5,0.4,0.3,0.1,2.7
Dudhwa(177),Rural,2798,54.6,43.6,1.8,38.8,50,0.5,10.3,0.4,0,0,0,0,84.8,14.8,0.4,0,41.9,15.6,26,0.2,0.2,0,58.1,0,56.4,17,13.6,74.4,11.2,0,61.7,22.5,53.5,3.8,4.9,3.8,82.2,1.3,17.6,17.6,9.2,4,97.1,1.6,1.3,1.3,0,0
Dadhi Chhilar(178),Rural,1351,26.9,73.1,0,48,15.1,0.7,36.2,0,0,0,0,0,93.4,6.3,0,0,43.5,0.4,43.2,0,0,0,56.5,0,72.3,11.1,25.8,61.6,5.5,0,72.3,14,64.2,0.7,4.8,0.7,92.3,1.5,19.6,29.2,5.9,4.1,96.3,1.8,1.8,1.8,0,0
Dadhi Bana(73),Rural,1933,70.6,28.5,0.9,16.6,76.7,0.3,5.5,0,0.6,0,0,0,89.8,9.9,0,0,49.7,1.2,16.6,0.6,31.4,0,50.3,0,65.4,16,15.4,69.8,7,0,69.5,14.5,59.9,0,4.7,2.3,85.5,0,27.9,21.2,5.2,1.7,69.2,30.8,0,0,0,0
Balali(72),Rural,1921,53.7,40.8,5.5,96.6,0,0,1.1,0.6,1.1,0.6,0,0,98.9,1.1,0,0,50.6,2.6,6,0.3,41.7,0,49.4,0,55.7,8.3,8.6,88.2,39.7,0,61.5,28.7,61.8,1.4,2.3,0.9,82.2,2.6,18.4,23.9,8.6,2.9,78.4,14.9,1.7,1.7,0,4.9
Jhojhu Kalan(71),Rural,8621,68.6,29.7,1.8,53.8,34.2,0.1,1.8,0,9.3,0,0,0,92.7,6.1,0,0.1,76.3,3.7,59.3,0,13.4,0,23.7,0,73.2,10.6,19,75.7,12.1,0.1,75.8,33.6,64.3,2.3,23,10,70.8,2.6,28.5,21.6,25.6,11.9,76.5,16.9,0.7,0.2,0.5,5.8
Chandeni(65),Rural,2635,37.8,60.4,1.8,0.9,61.5,0.7,3.9,0,32.8,0,0,0,90.1,9.9,0,0,46.4,0.4,46.1,0,0,0,53.6,0,59.3,22,0.7,82.8,5,0.2,71.7,17,53.4,0.7,1.8,5,72.9,2.7,10.8,18.6,2.5,1.4,98.2,0.7,0,0,0,1.1
Ramalwas(66),Rural,2035,75.1,23.3,1.6,81.3,1.1,0,0,0.3,16,0,0,0,98.4,0.8,0.3,0,59.6,0.8,0.5,0,57.8,0,40.4,1.3,66.6,27.5,0.5,98.9,2.7,0,81.3,14.7,68.4,1.1,2.9,2.4,81.6,1.1,25.4,42.2,2.4,1.3,84.8,6.1,0.3,0,0.3,8.8
Gokal(67),Rural,759,96.1,3.9,0,0,0,0,0.7,0,99.3,0,0,0,94.1,2,0,0,55.6,0,0,0.7,54.9,0,44.4,0,69.9,11.8,1.3,82.4,4.6,0,73.9,19,53.6,0.7,1.3,6.5,88.9,1.3,17,23.5,4.6,0.7,91.5,6.5,0,0,0,2
Jhojhu Khurd(70),Rural,2803,48.5,50.5,0.9,3.6,83,1.3,0,0,11.9,0,0,0,97.6,2.4,0,0,63.1,0.9,61.9,0,0.4,0,36.9,0.2,74.3,8.2,0.2,96,6.4,0,64.1,19.2,67,1.1,2.7,1.5,81,2.7,37.8,21.7,3.6,0.9,72.6,23.9,3.5,2.9,0.5,0
Gudana(69),Rural,2483,66.9,31.3,1.8,42.2,53.4,0.4,0,0,3.6,0,0,0.2,79.7,20.1,0,0,60.8,0.6,52.2,8,0,0,39.2,0,63.3,26.5,16.9,53.4,31.7,0,75.7,35.9,51.6,0.6,33.7,4,86.7,1.6,15.5,19.1,27.7,10.2,81.7,5.6,0.8,0.8,0,11.8
Badal(84),Rural,1903,54,40.3,5.6,1.3,47.3,0,0,0,51.1,0,0,0,82.3,17.2,0,0,41.4,0,41.4,0,0,0,58.6,0,64.2,21.8,0,94.9,12.6,0,74.7,49.7,57,0.5,1.1,0.8,90.1,0.8,44.1,21.2,4.8,1.6,75.5,23.9,0.5,0.3,0.3,0
Asawari(83),Rural,864,85.6,7.8,6.6,97,0,0,1.2,0,1.8,0,0,0,73.7,26.3,0,0,24.6,0,24.6,0,0,0,75.4,0,25.1,3.6,16.8,43.7,8.4,0,26.3,9,26.3,0,0,0,22.8,0,6.6,11.4,7.2,0,94,3.6,2.4,2.4,0,0
Kalali(82),Rural,1562,41.8,55.3,2.8,96.5,2.8,0.3,0,0,0,0,0,0,84.9,15.1,0,0,45.9,0,38.4,1.9,5.7,0,54.1,0,55.3,25.8,1.3,94.7,33.3,0.3,75.5,17,59.1,0,4.7,0.9,89.3,1.3,22.6,32.1,7.2,0.6,52.5,10.7,0,0,0,36.8
Abidpura(81),Rural,1221,40,58.7,1.3,0,0,0,0,0,100,0,0,0,94.7,4.4,0,0,50.7,0,11.6,39.1,0,0,49.3,0,54.7,40.9,0,99.1,55.1,0,56.4,34.2,62.2,0.4,0.9,0.9,87.6,0,22.2,19.6,2.7,0.9,52,47.6,0.4,0.4,0,0
Mandola(74),Rural,2718,49.2,47.3,3.5,50.8,6.7,0,0.2,0,42.4,0,0,0,95.9,3.5,0,0,63.1,3.1,59.4,0,0,0,36.9,0,71.4,11.4,6.7,89.6,17.8,0,73.3,12.4,72,2.9,7.5,2.4,73.7,2,25.1,27.5,5.1,4.7,92.5,7.3,0,0,0,0.2
Balkra(79),Rural,2706,59.9,34.7,5.4,45.5,53.4,0,0,0,0.4,0,0,0,95.9,3,0,0.2,54.3,0.2,0.6,0,53.5,0,45.7,0,70.3,8.2,8.8,68.8,4.5,0,85.8,21.3,62.7,0.9,12.1,2.2,80.4,3,30.6,24.1,3,3,98.1,1.5,0.2,0.2,0,0.2
Mandoli(80),Rural,2153,44.1,50.4,5.5,50.1,0.3,0,0,0.3,43.4,0,0,0,85.2,10.8,0,0,41.1,0.3,15.8,0,24.6,0.5,58.9,0,61.9,24.8,0.5,51.1,34.3,0,76.4,12.5,66.7,0.3,2.3,9,79.2,1.5,18.5,26.3,5.3,1.8,81.2,14.3,2.8,2.8,0,1.8
Kalyana(145),Rural,4188,66.4,29.6,4,67.7,27.5,3.3,0.7,0,0.1,0,0,0.4,77.6,20.8,0,1.6,36.8,0.4,20.6,2.3,13.5,0,63.2,0,45.9,22.4,0.7,83.7,33.2,0,63.2,10,60.2,0.8,3.3,0.9,74.8,1.5,18.9,15.3,3.7,1.2,84.7,13.1,2,1.6,0.4,0.1
Bhervi(146),Rural,492,75.5,11.7,12.8,95.7,0,0,0,3.2,1.1,0,0,0,87.2,12.8,0,0,46.8,0,46.8,0,0,0,53.2,0,71.3,7.4,0,46.8,21.3,0,67,9.6,67,1.1,3.2,1.1,81.9,0,25.5,38.3,10.6,3.2,85.1,3.2,10.6,0,10.6,1.1
Dadri(147),Rural,178,25.7,71.4,2.9,71.4,5.7,0,0,2.9,0,0,0,0,97.1,0,0,0,94.3,25.7,68.6,0,0,0,5.7,0,94.3,2.9,14.3,17.1,85.7,0,91.4,11.4,77.1,0,0,2.9,77.1,0,45.7,48.6,2.9,0,100,0,0,0,0,0
Charkhi(143),Rural,6822,55.9,38.7,5.4,7.6,75.4,0.1,0,0.5,16.3,0.2,0.1,0,96.6,2.6,0,0.3,70.3,3.7,41.5,0.7,24.3,0,29.7,0.2,70,14,4,85.3,52.2,0.1,76.1,19.7,69.8,2.1,5,0.9,84.1,1.2,36.2,31.1,7.5,4.1,52.9,46,1,0.8,0.2,0.2
Kheri Bura(144),Rural,3038,82.1,17.8,0.2,98.8,0.5,0,0.3,0,0.3,0,0,0,98.3,1.4,0,0.2,74,0.5,73.5,0,0,0,26,0,83.6,13,0,100,59,0,93.3,15,81.2,0.9,3.6,0.3,88.5,2.1,8.7,23.6,6.8,2.6,96.1,3.9,0,0,0,0
Kheri Battar(92),Rural,2250,77.2,22,0.8,91.6,2.8,0,1.8,0.5,3.3,0,0,0,81.1,18.9,0,0,37.3,0,24.3,0,13,0,62.7,0,64.5,25.8,0.3,94.9,11.8,0,62.1,7.4,63.2,0,0.5,0.3,58.8,0.5,9,22.8,8.4,0.5,94.6,4.6,0.8,0.8,0,0
Mahra(91),Rural,2594,64.4,31.6,4,34.9,54.5,0.4,2.2,0,7.9,0,0,0,86.2,13.6,0.2,0,50.5,0.2,50.1,0.2,0,0,49.5,0,65.9,18.9,0.9,87.9,20.4,0,85.9,29.5,68.4,0.7,0.4,0,91,2.2,33.6,31.4,5.3,0.2,95.6,1.3,0.9,0.9,0,2.2
Tiwala(90),Rural,2865,46.6,49.6,3.8,39.5,24,0.3,5.7,0.3,11.7,0,0,18.4,78.4,21.4,0,0,25.6,1.6,23.7,0,0.3,0,74.4,0,43.8,29.9,1.6,86.3,32,0,65.2,17,39.7,0.5,5.9,0.2,61.4,0.3,13.9,12.7,3.8,1,81.2,14.8,3.8,3.5,0.3,0.2
Shiswala(85),Rural,2731,68.2,31.2,0.6,1.4,71.9,0,0,0,26.7,0,0,0,96.7,3.3,0,0,39.1,0.2,38.9,0,0,0,60.9,0,70.7,13.8,1.6,90.2,3.5,0,78.6,24,62.5,0.4,2.4,0.4,93.1,0.4,15.5,18.3,4.7,0.8,96.9,2.9,0.2,0,0.2,0
Atela Khurd(87),Rural,2462,16,77,7,58.2,19,2.3,0.4,0.2,19.6,0,0,0,75.9,23.6,0,0.4,33.8,0.6,12.7,0.2,18.4,0,66.2,0.2,51.3,17.5,1.1,88.8,17.1,0,54.6,15.2,39.7,0.6,5.3,0.6,66.5,0.6,11,12.2,4,0.8,76.8,21.1,1.9,1.9,0,0.2
Atela Kalan(88),Rural,3302,23.8,71.2,5,57.6,38.3,0.2,0.2,0,3.6,0,0.2,0,82.7,16.5,0.2,0.2,29,2.3,12.9,0.5,13.3,0,71,0.2,39.5,38.8,1,87.2,16.1,0,29.9,18.3,37.4,0.5,5.3,0.5,50.3,2.9,14.2,8.6,2.8,0.6,87.9,7.3,4.5,4.2,0.3,0.3
Barsana(89),Rural,1904,79.3,19.7,1,95.9,0.3,0,0,0,2.3,0.3,0,0,92.2,7.8,0,0,76.9,0.5,76.4,0,0,0,23.1,1,80.3,15.8,6.5,86.5,39.9,0,90.2,25.4,74.6,0.3,4.4,2.3,89.4,1,24.6,29.5,3.6,2.1,88.1,11.1,0.3,0.3,0,0.5
Birhi Kalan(93),Rural,4649,71.7,27.1,1.2,80.8,5,1.2,0.7,3.2,0.7,0,0,0,94,5.8,0,0.1,44.9,0.1,34.4,0.1,10.3,0,55.1,0.7,62,21.8,13.2,68.1,17.9,0.1,82.9,22.7,53.7,0.5,1.4,0.9,80.6,4.1,19.8,20,4,0.8,93.8,5.7,0.5,0.5,0,0
Chhapar(98),Rural,6026,41.1,55.9,3.1,57.4,6.3,0.1,0,5.2,26.6,0,0,2.3,71.3,28.3,0,0.1,34,1.1,6,0,26.4,0.5,66,2.6,44.5,19,0.6,80.2,16.6,0.1,64,14,43.9,0.5,5.7,0.2,67.2,0.7,15,13,3.1,0.8,92.1,7.2,0.6,0.6,0,0.1
Sarangpur(3),Rural,1628,77.3,20.1,2.6,85.5,3.6,0,1,0.7,9.2,0,0,0,96.4,3.6,0,0,41.1,0,41.1,0,0,0,58.9,0,61.2,12.2,0,34.5,29.6,0,75.7,22.4,45.4,0,2.3,0,87.2,0,5.9,22.4,9.5,0.3,68.8,31.2,0,0,0,0
Narsingwas (2),Rural,1649,49.1,47.3,3.5,40.6,0,0,57.2,0,2.1,0,0,0,73.5,26.5,0,0,19.8,0,17,0,2.8,0,80.2,0,41.7,8.1,12.4,57.6,3.2,0,47.7,12.4,31.1,0,2.1,0,69.6,0,11.7,9.5,2.5,0.4,95.8,1.8,2.5,2.5,0,0
Rasiwas(94),Rural,3192,50.6,44,5.4,72.2,2.6,0.2,0,0.2,23.3,0,0,0,74.2,25.5,0,0,35.5,0.2,16.3,8.4,10.3,0.3,64.5,11,54.7,16.3,10.3,72.2,12.3,0,64.4,14.4,41.9,1.6,5.7,1,72.9,0.8,14.1,14.1,3.1,1.1,74.2,10.3,12.2,10.5,1.6,3.3
Birhi Khurd(95),Rural,326,98.4,1.6,0,100,0,0,0,0,0,0,0,0,100,0,0,0,23.8,0,0,0,23.8,0,76.2,0,73,11.1,0,100,12.7,0,90.5,69.8,58.7,0,1.6,0,85.7,6.3,23.8,20.6,7.9,1.6,100,0,0,0,0,0
Pandwan(96),Rural,2275,37.4,60.3,2.4,95.5,3.8,0,0,0.7,0,0,0,0,95.7,4,0,0.2,30.3,1.4,2.4,0,26.2,0,69.7,0,44.7,44.2,0.7,96,10.4,0,89.8,12.1,62.2,0.5,0.2,1.4,89.4,2.1,6.4,16.8,5.4,0,85.3,10.9,0.5,0.5,0,3.3
Mankawas(97),Rural,3572,61.3,37,1.7,89.4,0.6,2.7,3.8,0.6,2.7,0,0,0.2,96.3,3.2,0.2,0.2,46.2,0.3,19.4,0.3,25.9,0,53.8,0,73,8.7,1,69.5,59.2,0.3,95.4,23.7,70.3,0.8,3.7,2.2,91.3,0.3,19.5,24,2.9,1.6,89.5,9.7,0.6,0.6,0,0.2
Dohki(107),Rural,3289,36.6,62.8,0.6,2.5,15.5,0,0,0,74.2,0,0,0,89.2,10.8,0,0,46.3,1.4,23.3,0.2,21.1,0,53.7,0,59.1,22.2,4.8,88.9,35.5,0.4,72.3,20.6,59.3,1,4,1,77,2.1,30.9,17.7,4.1,1.9,55.9,42.6,1.3,1.1,0.2,0.2
Akhtiar Pura(108),Rural,1027,31.7,61.7,6.6,96.5,0.4,0,0,0.9,2.2,0,0,0,60.8,39.2,0,0,36.1,0.4,35.2,0,0,0,63.9,7.9,45.4,52.4,1.3,95.2,37,0,85,12.3,48.5,1.8,0.4,0.4,93.8,0.9,20.3,25.6,1.8,1.3,91.6,7.5,0,0,0,0.9
Pantawas Khurd(109),Rural,1877,23.3,62.2,14.4,92.2,0,0.3,6.9,0.6,0,0,0,0,84.4,15,0,0.3,57.3,0.3,0.6,0.3,55.9,0,42.7,0,56.2,21.6,6.6,75.2,14.7,0,71.8,28.2,48.7,0.3,4,1.2,82.1,4.3,13.8,15.6,2.9,0.6,81.3,18.4,0.3,0.3,0,0
Pentawas Kalan(110),Rural,3873,49.7,47.5,2.8,96.1,0,0.3,0,0.8,1.9,0,0,0,89.7,10.1,0,0.1,46.4,0.1,38.4,0,7.4,0,53.6,0,60.5,9.3,4.3,80.6,10.8,0,64.1,15.7,51.2,0.1,6.1,5.1,69.3,1.5,18.3,18.9,7,1.2,96.5,2.4,0.7,0.5,0.1,0.4
Sahuwas(142),Rural,2255,35.2,55.9,8.9,74.2,12.8,0,0,5.8,7.2,0,0,0,94.5,5.5,0,0,28.2,0.2,27.7,0.2,0,0,71.8,0,53,21.2,11.1,74.2,3.6,0,67.7,18.1,60.7,0.2,3.4,0.7,84.1,1.4,48.7,26.7,5.3,1.7,52,47,0.2,0.2,0,0.7
